iter	RMSE
1525	0.8457721973
1526	0.8456960031
1527	0.8455933914
1528	0.8455509764
1529	0.8455048065
1530	0.8454391076
1531	0.845305228
1532	0.8452888726
1533	0.845276808
1534	0.8452490133
1535	0.8451493428
1536	0.8451080929
1537	0.8450774962
1538	0.8449823825
1539	0.8449695019
1540	0.8449196068
1541	0.8448416712
1542	0.8447316422
1543	0.8445549783
1544	0.8444866034
1545	0.8444430928
1546	0.8442533076
1547	0.8442126851
1548	0.8441300787
1549	0.8441154735
1550	0.8440975826
1551	0.8440600726
1552	0.8439500148
1553	0.8439058568
1554	0.8438710957
1555	0.843690504
1556	0.8436734514
1557	0.843615592
1558	0.8435416139
1559	0.8433260433
1560	0.8432692096
1561	0.8431891599
1562	0.843171603
1563	0.8429963408
1564	0.8428732916
1565	0.8428282963
1566	0.8426500085
1567	0.8425343699
1568	0.8425228917
1569	0.8424973769
1570	0.8422974542
1571	0.8421620023
1572	0.8420536796
1573	0.8419751858
1574	0.8419599429
1575	0.8419204667
1576	0.8418657556
1577	0.8418297185
1578	0.8418102548
1579	0.8418038454
1580	0.8417656147
1581	0.8415858587
1582	0.8415588825
1583	0.8415458415
1584	0.8415022788
1585	0.8414794761
1586	0.8413166592
1587	0.8412723576
1588	0.8412392647
1589	0.8411955951
1590	0.8411865123
1591	0.8410689103
1592	0.8410498795
1593	0.8408647667
1594	0.8407256158
1595	0.8407193063
1596	0.8406611061
1597	0.8406143368
1598	0.8405984702
1599	0.8404030598
1600	0.8402465299
1601	0.8400742647
1602	0.8399208781
1603	0.8398982174
1604	0.8398570172
1605	0.8398125543
1606	0.8397993774
1607	0.8397915502
1608	0.8397033654
1609	0.8396906137
1610	0.8396763641
1611	0.83955054
1612	0.8395190257
1613	0.8394482228
1614	0.8393995246
1615	0.8393718984
1616	0.8391895652
1617	0.839114678
1618	0.8389565762
1619	0.838819394
1620	0.8387514626
1621	0.8386904649
1622	0.8386589513
1623	0.8385271751
1624	0.8384007856
1625	0.8383440556
1626	0.8383101172
1627	0.83830394
1628	0.8381551591
1629	0.8380674207
1630	0.8379806222
1631	0.8379767207
1632	0.8379523479
1633	0.8379323408
1634	0.8377627504
1635	0.8377404715
1636	0.8377215396
1637	0.8376013281
1638	0.8375928732
1639	0.8375294759
1640	0.8374730625
1641	0.8373878702
1642	0.837328443
1643	0.8372746506
1644	0.8372367172
1645	0.8371462679
1646	0.8370481379
1647	0.8369036665
1648	0.8368170728
1649	0.8366929723
1650	0.8366905412
1651	0.8365089725
1652	0.8364838545
1653	0.8364485095
1654	0.8364248913
1655	0.8361321789
1656	0.8359185763
1657	0.8357905359
1658	0.8356761134
1659	0.8355497542
1660	0.8354164028
1661	0.8353415994
1662	0.8353260911
1663	0.8353238154
1664	0.8352778997
1665	0.8352384754
1666	0.8350910153
1667	0.8350456052
1668	0.8350238639
1669	0.8348953525
1670	0.8348437339
1671	0.834773179
1672	0.8347669718
1673	0.8346356845
1674	0.8345568989
1675	0.8344821499
1676	0.8343807765
1677	0.8342173266
1678	0.8341566117
1679	0.8340658103
1680	0.8340255679
1681	0.8339853331
1682	0.833835156
1683	0.8338115922
1684	0.8337524586
1685	0.8337382963
1686	0.8336779454
1687	0.833610272
1688	0.8335915972
1689	0.8335813769
1690	0.833535855
1691	0.8335171713
1692	0.8332930444
1693	0.8331462043
1694	0.8331028873
1695	0.8329049121
1696	0.8328698795
1697	0.8328156427
1698	0.8326915926
1699	0.8326591467
1700	0.8324630794
1701	0.8324383654
1702	0.8322917313
1703	0.8321445213
1704	0.8321004626
1705	0.832058257
1706	0.8319746353
1707	0.831701961
1708	0.831606447
1709	0.8315400737
1710	0.831516855
1711	0.831278394
1712	0.8310076565
1713	0.8309608191
1714	0.8307892302
1715	0.8306537465
1716	0.83057697
1717	0.8304000838
1718	0.8303649711
1719	0.8301764015
1720	0.8301582439
1721	0.8300023273
1722	0.8298880529
1723	0.8298234327
1724	0.8297104587
1725	0.8294961109
1726	0.8294828823
1727	0.8291664276
1728	0.8290963297
1729	0.8290706233
1730	0.8288812516
1731	0.8288619142
1732	0.8288354592
1733	0.8287387089
1734	0.8287007407
1735	0.8286327422
1736	0.8285840297
1737	0.8285378217
1738	0.8284806234
1739	0.828440291
1740	0.8284188659
1741	0.8283092957
1742	0.8281766931
1743	0.8280462065
1744	0.827789061
1745	0.8276758427
1746	0.8276320427
1747	0.8275519852
1748	0.8274850271
1749	0.8274027134
1750	0.8273276523
1751	0.8272964474
1752	0.8272354609
1753	0.82722588
1754	0.8271580565
1755	0.8271486113
1756	0.8270361237
1757	0.8269496577
1758	0.8269338029
1759	0.8267010337
1760	0.8265140166
1761	0.8264006305
1762	0.826354845
1763	0.8262709054
1764	0.8262458622
1765	0.8262100831
1766	0.8261208876
1767	0.8259922172
1768	0.8258986828
1769	0.8258764027
1770	0.8258300506
1771	0.8257770535
1772	0.8257357485
1773	0.8256842093
1774	0.8256377181
1775	0.8253968485
1776	0.825384042
1777	0.8253672733
1778	0.8253199588
1779	0.825268963
1780	0.8250061546
1781	0.8247921401
1782	0.8247027408
1783	0.8245463648
1784	0.8243508687
1785	0.8242147096
1786	0.8241576692
1787	0.8241347861
1788	0.824033752
1789	0.8239070025
1790	0.8238656469
1791	0.8238542303
1792	0.8238093437
1793	0.8237910766
1794	0.8237822451
1795	0.8235536031
1796	0.8232849954
1797	0.8230657199
1798	0.8230524547
1799	0.8229884268
1800	0.8228349258
1801	0.8227717979
1802	0.8227523875
1803	0.8226487596
1804	0.8225601393
1805	0.8225141716
1806	0.822438033
1807	0.822379039
1808	0.8222261488
1809	0.8221424685
1810	0.821939679
1811	0.821834036
1812	0.8217898745
1813	0.8216761771
1814	0.8215687848
1815	0.8213542941
1816	0.8211223734
1817	0.8209367132
1818	0.8206981083
1819	0.8206363166
1820	0.8205332563
1821	0.8204262023
1822	0.8203768428
1823	0.8203531348
1824	0.8202312263
1825	0.8201794849
1826	0.820116135
1827	0.8201047872
1828	0.8200901688
1829	0.8199216943
1830	0.8198949687
1831	0.8198828427
1832	0.8196966363
1833	0.8195701194
1834	0.8194456006
1835	0.819257944
1836	0.819069439
1837	0.8189126578
1838	0.8188948146
1839	0.8187930183
1840	0.8186962614
1841	0.818601562
1842	0.818414496
1843	0.8183487953
1844	0.8182486885
1845	0.8182419166
1846	0.8181789305
1847	0.8181105787
1848	0.8180427032
1849	0.8180024401
1850	0.8179734849
1851	0.8179030925
1852	0.817824052
1853	0.8178085599
1854	0.8177575866
1855	0.8176555413
1856	0.8176207736
1857	0.8174600636
1858	0.8174506953
1859	0.8174367159
1860	0.8172866809
1861	0.8171668733
1862	0.8169762036
1863	0.8168807541
1864	0.8168666626
1865	0.8168064967
1866	0.8166369059
1867	0.8166044634
1868	0.8164695981
1869	0.8164236784
1870	0.8163491257
1871	0.8162910561
1872	0.8162312163
1873	0.8161499217
1874	0.8160020613
1875	0.8159901505
1876	0.8158791632
1877	0.8158260684
1878	0.8157442031
1879	0.8156922778
1880	0.8154745973
1881	0.8154070926
1882	0.8153653587
1883	0.8152690599
1884	0.8151730677
1885	0.815007347
1886	0.8149373359
1887	0.8149328429
1888	0.8148443062
1889	0.8147681836
1890	0.8147591644
1891	0.8146752428
1892	0.8146048825
1893	0.8145919828
1894	0.8145611998
1895	0.8144810367
1896	0.8142763819
1897	0.8141390731
1898	0.8139671029
1899	0.8138793386
1900	0.8138624262
1901	0.8138104524
1902	0.8137848666
1903	0.8136310815
1904	0.813619777
1905	0.8135483019
1906	0.813535768
1907	0.8133989716
1908	0.8133328396
1909	0.8132698141
1910	0.8132079441
1911	0.8131808713
1912	0.8129788737
1913	0.8128273872
1914	0.8127042238
1915	0.8126990638
1916	0.8126899786
1917	0.8126780878
1918	0.8126209505
1919	0.8125726678
1920	0.8125456723
1921	0.8125066491
1922	0.8124314089
1923	0.812306455
1924	0.8121844795
1925	0.8120547742
1926	0.811962749
1927	0.8119528157
1928	0.8118075294
1929	0.8117397573
1930	0.8116562426
1931	0.8115305077
1932	0.8114852975
1933	0.8114159674
1934	0.8113125503
1935	0.81126906
1936	0.8111510178
1937	0.8111033803
1938	0.8110066455
1939	0.8108042556
1940	0.8107053244
1941	0.8106827087
1942	0.8106453928
1943	0.8106354222
1944	0.8105738119
1945	0.8105654159
1946	0.8104721748
1947	0.8104228478
1948	0.8104005887
1949	0.8103575964
1950	0.8103366576
1951	0.8102222766
1952	0.8102128918
1953	0.8101323931
1954	0.8099955353
1955	0.8099403952
1956	0.8096368089
1957	0.8095261039
1958	0.8093488374
1959	0.8093369476
1960	0.8093357097
1961	0.8092052495
1962	0.8091141891
1963	0.809080462
1964	0.808993801
1965	0.8089773675
1966	0.8089520461
1967	0.8089363241
1968	0.8089324015
1969	0.8089282917
1970	0.8088636965
1971	0.8087956255
1972	0.8087111527
1973	0.8086444779
1974	0.8085610784
1975	0.8082467641
1976	0.808181155
1977	0.8081110125
1978	0.8080189376
1979	0.8078628212
1980	0.8077965162
1981	0.8076875114
1982	0.8076774258
1983	0.8076408674
1984	0.807621408
1985	0.8075834541
1986	0.8075631904
1987	0.8075523047
1988	0.8074617807
1989	0.8073932691
1990	0.8073571548
1991	0.8073356273
1992	0.8073214492
1993	0.8072562172
1994	0.8071466579
1995	0.8071021719
1996	0.8070785397
1997	0.8070157237
1998	0.8070118239
1999	0.8069568038
